lilly_id,nct_id,title,phase,lead_sponsor,start_date,doc_type,filename,status,local_path,timestamp
I8F-MC-GPIN,NCT05978713,A Study of Tirzepatide (LY3298176) in Healthy Lactating Females,Phase 1,Eli Lilly and Company,2023-07-31,Prot,Prot_000.pdf,downloaded,lilly_trial_docs/I8F-MC-GPIN_31JUL2023/Prot_Prot_000.pdf,2026-06-15T12:13:17.315044
I8F-MC-GPIN,NCT05978713,A Study of Tirzepatide (LY3298176) in Healthy Lactating Females,Phase 1,Eli Lilly and Company,2023-07-31,SAP,SAP_001.pdf,downloaded,lilly_trial_docs/I8F-MC-GPIN_31JUL2023/SAP_SAP_001.pdf,2026-06-15T12:13:19.342721
J2A-MC-GZGM,NCT05469126,A Drug Interaction Study of Clarithromycin and LY3502970 in Healthy Participants,Phase 1,Eli Lilly and Company,2022-08-01,Prot,Prot_000.pdf,downloaded,lilly_trial_docs/J2A-MC-GZGM_01AUG2022/Prot_Prot_000.pdf,2026-06-15T12:13:24.041266
J2A-MC-GZGM,NCT05469126,A Drug Interaction Study of Clarithromycin and LY3502970 in Healthy Participants,Phase 1,Eli Lilly and Company,2022-08-01,SAP,SAP_001.pdf,downloaded,lilly_trial_docs/J2A-MC-GZGM_01AUG2022/SAP_SAP_001.pdf,2026-06-15T12:13:25.010414
J1I-MC-GZBT,NCT05916560,A Study of LY3437943 in Participants With Impaired and Normal Liver Function,Phase 1,Eli Lilly and Company,2023-07-13,N/A,N/A,no_documents,,2026-06-15T12:13:25.010632
I7P-MC-DSAI,NCT07545590,A Study of Eltrekibart (LY3041658) in Healthy Participants,Phase 1,Eli Lilly and Company,2026-04,N/A,N/A,no_documents,,2026-06-15T12:13:25.010691
J2J-MC-JZLF,NCT05509790,A Study of LY3484356 in Chinese Participants With Advanced Breast Cancer,Phase 1,Eli Lilly and Company,2022-10-09,N/A,N/A,no_documents,,2026-06-15T12:13:25.010739
21-x234,NCT05007769,"Ramucirumab, Atezolizumab and N-803 After Progression on Any Immune Checkpoint Blocker in NSCLC",Phase 2,Washington University School of Medicine,2021-10-31,N/A,N/A,no_documents,,2026-06-15T12:13:25.010791
J3L-MC-EZEB,NCT05565742,A Study of LY3819469 in Participants With Elevated Lipoprotein(a) [Lp(a)],Phase 2,Eli Lilly and Company,2022-10-20,Prot,Prot_000.pdf,downloaded,lilly_trial_docs/J3L-MC-EZEB_20OCT2022/Prot_Prot_000.pdf,2026-06-15T12:13:26.170865
J3L-MC-EZEB,NCT05565742,A Study of LY3819469 in Participants With Elevated Lipoprotein(a) [Lp(a)],Phase 2,Eli Lilly and Company,2022-10-20,SAP,SAP_002.pdf,downloaded,lilly_trial_docs/J3L-MC-EZEB_20OCT2022/SAP_SAP_002.pdf,2026-06-15T12:13:27.246966
J3K-MC-KIAC,NCT06859294,A Study of LY3541860 in Adult Participants With Moderately to Severely Active Rheumatoid Arthritis,Phase 2,Eli Lilly and Company,2025-03-19,N/A,N/A,no_documents,,2026-06-15T12:13:27.247480
J5E-OX-JZXA,NCT06400472,A Study of LY4170156 in Participants With Selected Advanced Solid Tumors,Phase 1,Eli Lilly and Company,2024-05-20,N/A,N/A,no_documents,,2026-06-15T12:13:27.247622
J6C-OX-JKFA,NCT07114601,A Study of LY4257496 in Participants With Cancer (OMNIRAY),Phase 1,Eli Lilly and Company,2025-08-06,N/A,N/A,no_documents,,2026-06-15T12:13:27.247728
NCI-2023-06254,NCT05985954,Open-label Phase 1b Study of Ulixertinib and Cetuximab or Ulixertinib in Combination With Cetuximab and Encorafenib in Patients With Unresectable or Metastatic Colorectal Cancer Who Have Previously Received EGFR or BRAF-directed Therapy,Phase 1,M.D. Anderson Cancer Center,2024-01-18,N/A,N/A,no_documents,,2026-06-15T12:13:27.247822
J2T-MC-KGBO,NCT05369403,A Study of Lebrikizumab (LY3650150) in Adult and Adolescent Participants With Moderate-to-Severe Atopic Dermatitis Previously Treated With Dupilumab,Phase 3,Eli Lilly and Company,2022-12-19,Prot,Prot_000.pdf,downloaded,lilly_trial_docs/J2T-MC-KGBO_19DEC2022/Prot_Prot_000.pdf,2026-06-15T12:13:28.676154
J2T-MC-KGBO,NCT05369403,A Study of Lebrikizumab (LY3650150) in Adult and Adolescent Participants With Moderate-to-Severe Atopic Dermatitis Previously Treated With Dupilumab,Phase 3,Eli Lilly and Company,2022-12-19,SAP,SAP_001.pdf,downloaded,lilly_trial_docs/J2T-MC-KGBO_19DEC2022/SAP_SAP_001.pdf,2026-06-15T12:13:30.893666
COVER-Main,NCT05080218,COVID-19 VaccinE Response in Rheumatology Patients,Phase 4,Jeffrey Curtis,2021-11-15,N/A,N/A,no_documents,,2026-06-15T12:13:30.893895
J4M-MC-PW01,NCT06672939,"A Study of Orforglipron (LY3502970) in Adolescent Participants With Obesity, or Overweight With Related Comorbidities",Phase 3,Eli Lilly and Company,2024-11-18,N/A,N/A,no_documents,,2026-06-15T12:13:30.894051
J2J-MC-JZLL,NCT07287098,A Study of Imlunestrant (LY3484356) in Premenopausal Women With Estrogen Receptor-Positive (ER+) Human Epidermal Growth Factor Receptor 2 Negative (HER2-) Early Breast Cancer,Phase 2,Eli Lilly and Company,2026-05,N/A,N/A,no_documents,,2026-06-15T12:13:30.894126
ATRI-016,NCT06911944,Amyloid Lowering for Alzheimer's in Down's With Donanemab Investigation,Phase 4,"Michael Rafii, MD, PhD",2026-08-01,N/A,N/A,no_documents,,2026-06-15T12:13:30.894231
J2A-MC-GZGE,NCT05048719,A Study of LY3502970 in Participants With Type 2 Diabetes Mellitus,Phase 2,Eli Lilly and Company,2021-09-15,Prot,Prot_000.pdf,downloaded,lilly_trial_docs/J2A-MC-GZGE_15SEP2021/Prot_Prot_000.pdf,2026-06-15T12:13:32.718595
J2A-MC-GZGE,NCT05048719,A Study of LY3502970 in Participants With Type 2 Diabetes Mellitus,Phase 2,Eli Lilly and Company,2021-09-15,SAP,SAP_001.pdf,downloaded,lilly_trial_docs/J2A-MC-GZGE_15SEP2021/SAP_SAP_001.pdf,2026-06-15T12:13:33.763434
J2N-MC-JZNW,NCT05176314,A Drug Drug Interaction (DDI) Study of Pirtobrutinib (LY3527727) and Rosuvastatin in Healthy Participants,Phase 1,"Loxo Oncology, Inc.",2022-01-11,Prot,Prot_000.pdf,downloaded,lilly_trial_docs/J2N-MC-JZNW_11JAN2022/Prot_Prot_000.pdf,2026-06-15T12:13:35.241080
J2N-MC-JZNW,NCT05176314,A Drug Drug Interaction (DDI) Study of Pirtobrutinib (LY3527727) and Rosuvastatin in Healthy Participants,Phase 1,"Loxo Oncology, Inc.",2022-01-11,SAP,SAP_001.pdf,downloaded,lilly_trial_docs/J2N-MC-JZNW_11JAN2022/SAP_SAP_001.pdf,2026-06-15T12:13:36.625902
LAE102INT1003,NCT06908707,"A Study to Investigate Safety, Tolerability and Pharmacokinetics of LAE102 in Postmenopausal Women",Phase 1,Laekna Limited,2025-04-22,N/A,N/A,no_documents,,2026-06-15T12:13:36.626034
J4G-OX-JZVA,NCT05614739,FORAGER-1: A Study of LOXO-435 (LY3866288) in Participants With Cancer With a Change in a Gene Called FGFR3,Phase 1,Eli Lilly and Company,2023-01-12,N/A,N/A,no_documents,,2026-06-15T12:13:36.626067
J3H-MC-GZNI,NCT07085468,A Study of LY3549492 in Healthy Weight Adult Participants,Phase 2,Eli Lilly and Company,2025-07-21,N/A,N/A,no_documents,,2026-06-15T12:13:36.626091
J2A-MC-GZGO,NCT06085482,A Phase I Study of LY3502970 in Healthy Participants,Phase 1,Eli Lilly and Company,2023-10-19,Prot,Prot_000.pdf,downloaded,lilly_trial_docs/J2A-MC-GZGO_19OCT2023/Prot_Prot_000.pdf,2026-06-15T12:13:38.002525
J2A-MC-GZGO,NCT06085482,A Phase I Study of LY3502970 in Healthy Participants,Phase 1,Eli Lilly and Company,2023-10-19,SAP,SAP_001.pdf,downloaded,lilly_trial_docs/J2A-MC-GZGO_19OCT2023/SAP_SAP_001.pdf,2026-06-15T12:13:39.117073
J2N-MC-JZNY,NCT06876649,A Master Protocol to Evaluate the Long-Term Safety of (LY3527727) Pirtobrutinib,Phase 4,Eli Lilly and Company,2025-05-20,N/A,N/A,no_documents,,2026-06-15T12:13:39.117498
70131,NCT05912621,Tirzepatide: Reversal of Lipotoxicity and Adipose Tissue Dysfunction in Humans With Overweight/Obesity,Phase 2,Stanford University,2023-11-09,N/A,N/A,no_documents,,2026-06-15T12:13:39.117537
I6T-MC-AMBZ,NCT05767021,A Study of Mirikizumab (LY3074828) in Participants With Moderately to Severely Active Ulcerative Colitis,Phase 3,Eli Lilly and Company,2023-05-17,Prot,Prot_000.pdf,downloaded,lilly_trial_docs/I6T-MC-AMBZ_17MAY2023/Prot_Prot_000.pdf,2026-06-15T12:13:42.860323
I6T-MC-AMBZ,NCT05767021,A Study of Mirikizumab (LY3074828) in Participants With Moderately to Severely Active Ulcerative Colitis,Phase 3,Eli Lilly and Company,2023-05-17,SAP,SAP_001.pdf,downloaded,lilly_trial_docs/I6T-MC-AMBZ_17MAY2023/SAP_SAP_001.pdf,2026-06-15T12:13:45.389589
J2N-MC-JZ01,NCT06876662,A Study of (LY3527727) Pirtobrutinib in Participants With Previously Treated Chronic Lymphocytic Leukemia/Small Lymphocytic Lymphoma or Non-Hodgkin Lymphoma,Phase 4,Eli Lilly and Company,2025-05-20,N/A,N/A,no_documents,,2026-06-15T12:13:45.390024
J2V-MC-GZLA,NCT04923269,A Study of LY3532226 in Healthy Participants,Phase 1,Eli Lilly and Company,2021-06-10,N/A,N/A,no_documents,,2026-06-15T12:13:45.390159
NCI-2019-03381,NCT03986502,Financial Navigation Intervention in Improving Financial and Clinical Outcomes in Patients With Newly Diagnosed Gastric or Gastroesophageal Junction Adenocarcinoma,N/A,Fred Hutchinson Cancer Center,2021-01-22,N/A,N/A,no_protocol_or_sap (available: ['ICF']),,2026-06-15T12:13:45.390274
J4C-OX-JZUE,NCT06102512,A Study of [14C]-LOXO-783 in Healthy Adult Participants,Phase 1,Eli Lilly and Company,2023-10-23,N/A,N/A,no_documents,,2026-06-15T12:13:45.390364
15268,NCT05577169,Incorporating Mind-body Skills With Diabetes Education in Adolescents With Type 1 Diabetes,N/A,Indiana University,2022-09-14,N/A,N/A,no_documents,,2026-06-15T12:13:45.390437
NCI-2024-06175,NCT06522386,"GATE1: A Multicenter Phase II Study of Pirtobrutinib, Rituximab and Venetoclax Combination Therapy for Patients With Previously Untreated Mantle Cell Lymphoma",Phase 2,M.D. Anderson Cancer Center,2025-01-30,N/A,N/A,no_documents,,2026-06-15T12:13:45.390507
F3Z-MC-IORW,NCT05893797,A Study of LY8888AX in Participants Using a Connected Insulin Management Platform,N/A,Eli Lilly and Company,2023-10-05,Prot,Prot_000.pdf,downloaded,lilly_trial_docs/F3Z-MC-IORW_05OCT2023/Prot_Prot_000.pdf,2026-06-15T12:13:46.793506
F3Z-MC-IORW,NCT05893797,A Study of LY8888AX in Participants Using a Connected Insulin Management Platform,N/A,Eli Lilly and Company,2023-10-05,SAP,SAP_001.pdf,downloaded,lilly_trial_docs/F3Z-MC-IORW_05OCT2023/SAP_SAP_001.pdf,2026-06-15T12:13:48.163509
J1V-MC-BT01,NCT05123586,A IMMA Master Protocol: A Study of LY3361237 in Participants With at Least Moderately Active Systemic Lupus Erythematosus,Phase 2,Eli Lilly and Company,2022-03-07,Prot,Prot_000.pdf,downloaded,lilly_trial_docs/J1V-MC-BT01_07MAR2022/Prot_Prot_000.pdf,2026-06-15T12:13:50.297229
J1V-MC-BT01,NCT05123586,A IMMA Master Protocol: A Study of LY3361237 in Participants With at Least Moderately Active Systemic Lupus Erythematosus,Phase 2,Eli Lilly and Company,2022-03-07,Prot,Prot_001.pdf,downloaded,lilly_trial_docs/J1V-MC-BT01_07MAR2022/Prot_Prot_001.pdf,2026-06-15T12:13:53.154342
J1V-MC-BT01,NCT05123586,A IMMA Master Protocol: A Study of LY3361237 in Participants With at Least Moderately Active Systemic Lupus Erythematosus,Phase 2,Eli Lilly and Company,2022-03-07,SAP,SAP_002.pdf,downloaded,lilly_trial_docs/J1V-MC-BT01_07MAR2022/SAP_SAP_002.pdf,2026-06-15T12:13:55.455367
J1V-MC-BT01,NCT05123586,A IMMA Master Protocol: A Study of LY3361237 in Participants With at Least Moderately Active Systemic Lupus Erythematosus,Phase 2,Eli Lilly and Company,2022-03-07,SAP,SAP_003.pdf,downloaded,lilly_trial_docs/J1V-MC-BT01_07MAR2022/SAP_SAP_003.pdf,2026-06-15T12:13:56.953824
J2J-MC-JZLI,NCT05444556,A Study of Imlunestrant (LY3484356) in Female Healthy Participants,Phase 1,Eli Lilly and Company,2022-07-07,Prot,Prot_000.pdf,downloaded,lilly_trial_docs/J2J-MC-JZLI_07JUL2022/Prot_Prot_000.pdf,2026-06-15T12:13:58.282136
J2J-MC-JZLI,NCT05444556,A Study of Imlunestrant (LY3484356) in Female Healthy Participants,Phase 1,Eli Lilly and Company,2022-07-07,SAP,SAP_001.pdf,downloaded,lilly_trial_docs/J2J-MC-JZLI_07JUL2022/SAP_SAP_001.pdf,2026-06-15T12:13:59.295938
I3Y-MC-JPEI,NCT05999968,Abemaciclib Plus Darolutamide in Prostate Cancer That Has Spread After Initial Treatment,Phase 1,Eli Lilly and Company,2024-01-12,N/A,N/A,no_documents,,2026-06-15T12:13:59.296565
PekingUMCH-HS-3023D,NCT05016297,Efficacy and Safety of Baricitinib in Sjogren's Syndrome,Phase 2,Peking Union Medical College Hospital,2022-07-14,N/A,N/A,no_documents,,2026-06-15T12:13:59.296844
J2O-JE-EKBB,NCT05038787,A Study of LY3473329 in Healthy Japanese Participants,Phase 1,Eli Lilly and Company,2021-11-11,N/A,N/A,no_documents,,2026-06-15T12:13:59.297141
J3M-MC-JZQH,NCT06890598,Study of Olomorasib (LY3537982) in Combination With Standard of Care in Participants With Resected or Unresectable KRAS G12C-mutant Non-Small Cell Lung Cancer,Phase 3,Eli Lilly and Company,2025-03-27,N/A,N/A,no_documents,,2026-06-15T12:13:59.297390
H7K-MC-O005,NCT04848402,A Device Study in Healthy Participants,Phase 1,Eli Lilly and Company,2021-09-27,N/A,N/A,no_documents,,2026-06-15T12:13:59.297707
J1I-MC-GZBD,NCT04867785,A Study of LY3437943 in Participants With Type 2 Diabetes,Phase 2,Eli Lilly and Company,2021-05-13,Prot,Prot_000.pdf,downloaded,lilly_trial_docs/J1I-MC-GZBD_13MAY2021/Prot_Prot_000.pdf,2026-06-15T12:14:00.693168
J1I-MC-GZBD,NCT04867785,A Study of LY3437943 in Participants With Type 2 Diabetes,Phase 2,Eli Lilly and Company,2021-05-13,SAP,SAP_001.pdf,downloaded,lilly_trial_docs/J1I-MC-GZBD_13MAY2021/SAP_SAP_001.pdf,2026-06-15T12:14:01.842106
H0P-MC-BP02,NCT05086289,Chronic Pain Master Protocol (CPMP): A Study of LY3526318 in Participants With Chronic Low Back Pain,Phase 2,Eli Lilly and Company,2021-10-25,Prot,Prot_002.pdf,downloaded,lilly_trial_docs/H0P-MC-BP02_25OCT2021/Prot_Prot_002.pdf,2026-06-15T12:14:03.818244
H0P-MC-BP02,NCT05086289,Chronic Pain Master Protocol (CPMP): A Study of LY3526318 in Participants With Chronic Low Back Pain,Phase 2,Eli Lilly and Company,2021-10-25,SAP,SAP_003.pdf,downloaded,lilly_trial_docs/H0P-MC-BP02_25OCT2021/SAP_SAP_003.pdf,2026-06-15T12:14:04.829539
J3H-GH-GZNH,NCT07073170,A Study of LY3549492 in Chinese Participants With Type 2 Diabetes Mellitus,Phase 1,Eli Lilly and Company,2025-07-25,N/A,N/A,no_documents,,2026-06-15T12:14:04.830380
J6E-MC-KWAB,NCT06226883,A Phase 2 Study to Evaluate MORF-057 in Adults With Moderately to Severely Active Crohn's Disease,Phase 2,"Morphic Therapeutic, Inc. (A Wholly Owned Subsidiary of Eli Lilly and Company)",2024-07-18,N/A,N/A,no_documents,,2026-06-15T12:14:04.830596
J3X-MC-LYGA,NCT05492201,A Study of LY3873862 in Healthy Participants,Phase 1,Eli Lilly and Company,2022-08-11,N/A,N/A,no_documents,,2026-06-15T12:14:04.830795
J6I-MC-OWAA,NCT07100119,A Study of LY4256984 in Participants With Sporadic Amyotrophic Lateral Sclerosis,Phase 1,Eli Lilly and Company,2025-08-05,N/A,N/A,no_documents,,2026-06-15T12:14:04.830941
I8F-MC-GPIX,NCT06439277,A Study of Tirzepatide in Adolescents With Obesity and Weight-Related Comorbidities (SURMOUNT-ADOLESCENTS-2),Phase 3,Eli Lilly and Company,2024-06-03,N/A,N/A,no_documents,,2026-06-15T12:14:04.831051
I8F-MC-GPIA,NCT05024032,A Study of Tirzepatide (LY3298176) in Chinese Participants Without Type 2 Diabetes Who Have Obesity or Overweight (SURMOUNT-CN),Phase 3,Eli Lilly and Company,2021-09-01,Prot,Prot_000.pdf,downloaded,lilly_trial_docs/I8F-MC-GPIA_01SEP2021/Prot_Prot_000.pdf,2026-06-15T12:14:06.425312
I8F-MC-GPIA,NCT05024032,A Study of Tirzepatide (LY3298176) in Chinese Participants Without Type 2 Diabetes Who Have Obesity or Overweight (SURMOUNT-CN),Phase 3,Eli Lilly and Company,2021-09-01,SAP,SAP_001.pdf,downloaded,lilly_trial_docs/I8F-MC-GPIA_01SEP2021/SAP_SAP_001.pdf,2026-06-15T12:14:07.463587
J6E-MC-KWAD,NCT05611671,A Study to Evaluate MORF-057 in Adults With Moderately to Severely Active UC,Phase 2,"Morphic Therapeutic, Inc. (A Wholly Owned Subsidiary of Eli Lilly and Company)",2022-11-21,Prot,Prot_000.pdf,downloaded,lilly_trial_docs/J6E-MC-KWAD_21NOV2022/Prot_Prot_000.pdf,2026-06-15T12:14:08.869830
J6E-MC-KWAD,NCT05611671,A Study to Evaluate MORF-057 in Adults With Moderately to Severely Active UC,Phase 2,"Morphic Therapeutic, Inc. (A Wholly Owned Subsidiary of Eli Lilly and Company)",2022-11-21,SAP,SAP_001.pdf,downloaded,lilly_trial_docs/J6E-MC-KWAD_21NOV2022/SAP_SAP_001.pdf,2026-06-15T12:14:09.899815
J1R-MC-GZFD,NCT06897475,A Study of LY3457263 Compared With Placebo in Participants With Type 2 Diabetes on a Stable Dose of Semaglutide or Tirzepatide,Phase 2,Eli Lilly and Company,2025-03-28,N/A,N/A,no_documents,,2026-06-15T12:14:09.900573
CorEvitas-VITALITY,NCT06354101,"The Purpose of This Registry Study is to Learn More About Metabolic Health: Approximately 15,000 Participants Who Are Overweight or Have Obesity With or Without Metabolic Diseases Are Expected to Participate in This Registry Study.",N/A (Observational),CorEvitas,2023-07-01,N/A,N/A,no_documents,,2026-06-15T12:14:09.900772
STUDY00009759,NCT07209267,Baricitinib Curative Repression of HIV-1,Phase 2,Emory University,2026-07,N/A,N/A,no_documents,,2026-06-15T12:14:09.901002
I8F-MC-GPIH,NCT05564039,A Study of Tirzepatide (LY3298176) in Adult Participants With Type 2 Diabetes Switching From Dulaglutide (SURPASS-SWITCH),Phase 4,Eli Lilly and Company,2022-11-30,Prot,Prot_000.pdf,downloaded,lilly_trial_docs/I8F-MC-GPIH_30NOV2022/Prot_Prot_000.pdf,2026-06-15T12:14:11.282320
I8F-MC-GPIH,NCT05564039,A Study of Tirzepatide (LY3298176) in Adult Participants With Type 2 Diabetes Switching From Dulaglutide (SURPASS-SWITCH),Phase 4,Eli Lilly and Company,2022-11-30,SAP,SAP_001.pdf,downloaded,lilly_trial_docs/I8F-MC-GPIH_30NOV2022/SAP_SAP_001.pdf,2026-06-15T12:14:12.287831
N1T-MC-MALO,NCT07165028,A Master Protocol of Multiple Agents in Adults With Metabolic Dysfunction-Associated Steatotic Liver Disease (SYNERGY-Outcomes),Phase 3,Eli Lilly and Company,2025-10-15,N/A,N/A,no_documents,,2026-06-15T12:14:12.288178
I9Y-OX-JDHF,NCT05205447,Study of the Effects of Itraconazole and Carbamazepine on LY3410738 in Healthy Participants,Phase 1,Eli Lilly and Company,2022-01-05,N/A,N/A,no_documents,,2026-06-15T12:14:12.288347
H7I-MC-S033,NCT07485153,A Study to Compare Two Different Sleep Tests in Participants With No Symptoms or Early Symptoms of Alzheimer's Disease,N/A (Observational),Eli Lilly and Company,2026-03,N/A,N/A,no_documents,,2026-06-15T12:14:12.288445
I5T-MC-AACQ,NCT05738486,A Study of Different Donanemab (LY3002813) Dosing Regimens in Adults With Early Alzheimer's Disease (TRAILBLAZER-ALZ 6),Phase 3,Eli Lilly and Company,2023-02-28,Prot,Prot_000.pdf,downloaded,lilly_trial_docs/I5T-MC-AACQ_28FEB2023/Prot_Prot_000.pdf,2026-06-15T12:14:13.319954
I5T-MC-AACQ,NCT05738486,A Study of Different Donanemab (LY3002813) Dosing Regimens in Adults With Early Alzheimer's Disease (TRAILBLAZER-ALZ 6),Phase 3,Eli Lilly and Company,2023-02-28,SAP,SAP_001.pdf,downloaded,lilly_trial_docs/I5T-MC-AACQ_28FEB2023/SAP_SAP_001.pdf,2026-06-15T12:14:14.319052
J2S-MC-GZME,NCT07219966,A Study of Brenipatide in Participants With Moderate-to-Severe Alcohol Use Disorder,Phase 3,Eli Lilly and Company,2025-10-15,N/A,N/A,no_documents,,2026-06-15T12:14:14.319277
24-2214,NCT06864403,Mirikizumab in the Treatment of Chronic Inflammatory Conditions of the Pouch,Phase 4,"University of North Carolina, Chapel Hill",2025-08-12,N/A,N/A,no_documents,,2026-06-15T12:14:14.319355
J3M-MC-JZQC,NCT06235983,A Study of LY3537982 in Chinese Participants With Advanced Solid Tumors,Phase 1,Eli Lilly and Company,2024-02-29,N/A,N/A,no_documents,,2026-06-15T12:14:14.319429
J3P-MC-FTAE,NCT06049108,A Study of Carbon-14-Labelled [14C] LY3871801 in Healthy Male Participants,Phase 1,Eli Lilly and Company,2023-09-15,N/A,N/A,no_documents,,2026-06-15T12:14:14.319492
J3V-MC-KKAA,NCT05486208,A Study of LY3844583 in Healthy Participants and Participants With Atopic Dermatitis,Phase 1,Eli Lilly and Company,2022-08-11,N/A,N/A,no_documents,,2026-06-15T12:14:14.319544
J6T-MC-KYAA,NCT07258849,A Study of LY4213663 in Healthy Participants and Participants With Rheumatoid Arthritis,Phase 1,Eli Lilly and Company,2025-12-02,N/A,N/A,no_documents,,2026-06-15T12:14:14.319592
I8F-MC-GPIQ,NCT06047548,A Study of LY3298176 (Tirzepatide) For the Maintenance of Body Weight Reduction in Participants Who Have Obesity or Overweight With Weight-Related Comorbidities,Phase 3,Eli Lilly and Company,2023-09-20,N/A,N/A,no_documents,,2026-06-15T12:14:14.319652
H6O-MC-O016,NCT04682184,A Study of Continuous Heart Rate Monitoring in Healthy Participants,N/A,Eli Lilly and Company,2021-01-27,N/A,N/A,no_documents,,2026-06-15T12:14:14.319708
J1X-MC-GZHF,NCT04682106,A Study of LY3493269 in Healthy Participants,Phase 1,Eli Lilly and Company,2021-05-03,Prot,Prot_000.pdf,downloaded,lilly_trial_docs/J1X-MC-GZHF_03MAY2021/Prot_Prot_000.pdf,2026-06-15T12:14:15.832561
J1X-MC-GZHF,NCT04682106,A Study of LY3493269 in Healthy Participants,Phase 1,Eli Lilly and Company,2021-05-03,SAP,SAP_001.pdf,downloaded,lilly_trial_docs/J1X-MC-GZHF_03MAY2021/SAP_SAP_001.pdf,2026-06-15T12:14:17.450117
J4P-MC-IYAA,NCT06132126,A Study to Investigate the Safety and Tolerability of LY3938577 in Healthy Participants and Participants With Type 2 Diabetes Mellitus,Phase 1,Eli Lilly and Company,2023-11-17,N/A,N/A,no_documents,,2026-06-15T12:14:17.450466
J5M-OX-JOXA,NCT06561685,A Study of LY4050784 in Participants With Advanced or Metastatic Solid Tumors,Phase 1,Eli Lilly and Company,2024-09-19,N/A,N/A,no_documents,,2026-06-15T12:14:17.450585
I8F-MC-GPIV,NCT06373146,A Study of Tirzepatide (LY3298176) Plus Mibavademab Compared With Tirzepatide Alone in Adult Participants With Obesity,Phase 2,Eli Lilly and Company,2024-04-24,N/A,N/A,no_documents,,2026-06-15T12:14:17.450654
MCC-23204,NCT06855212,Phase II Study of Neoadjuvant Cetuximab and Cemiplimab in Patients Undergoing Surgery for HNSCC,Phase 2,H. Lee Moffitt Cancer Center and Research Institute,2025-02-26,N/A,N/A,no_documents,,2026-06-15T12:14:17.450750
22-075,NCT05714072,A Study of Ruxolitinib in Combination With Abemaciclib for the Treatment of Myelofibrosis,Phase 1,Memorial Sloan Kettering Cancer Center,2023-01-25,N/A,N/A,no_documents,,2026-06-15T12:14:17.450846
I9Y-OX-JDHD,NCT06181045,A Study of LY3410738 in Healthy Adult Participants,Phase 1,Eli Lilly and Company,2021-02-24,N/A,N/A,no_documents,,2026-06-15T12:14:17.450913
I5T-MC-AACV,NCT07589595,A Study of Donanemab (LY3002813) in Participants With Early Cognitive Decline (TRAILBLAZER-ALZ 7),Phase 2,Eli Lilly and Company,2026-05,N/A,N/A,no_documents,,2026-06-15T12:14:17.450998
J3E-MC-EZDB,NCT05592275,A Study of LY3540378 in Participants With Worsening Chronic Heart Failure With Preserved Ejection Fraction (HFpEF),Phase 2,Eli Lilly and Company,2023-02-03,Prot,Prot_000.pdf,downloaded,lilly_trial_docs/J3E-MC-EZDB_03FEB2023/Prot_Prot_000.pdf,2026-06-15T12:14:18.716850
J3E-MC-EZDB,NCT05592275,A Study of LY3540378 in Participants With Worsening Chronic Heart Failure With Preserved Ejection Fraction (HFpEF),Phase 2,Eli Lilly and Company,2023-02-03,SAP,SAP_001.pdf,downloaded,lilly_trial_docs/J3E-MC-EZDB_03FEB2023/SAP_SAP_001.pdf,2026-06-15T12:14:19.822532
W8M-MC-CWMM,NCT06143956,A Master Protocol Study (LY900038) of Multiple Intervention-Specific-Appendices (ISAs) in Adult Participants With Obesity or Overweight,Phase 2,Eli Lilly and Company,2023-11-17,Prot,Prot_000.pdf,downloaded,lilly_trial_docs/W8M-MC-CWMM_17NOV2023/Prot_Prot_000.pdf,2026-06-15T12:14:22.278728
22-611,NCT05734495,Pirtobrutinib and Venetoclax in Waldenström Macroglobulinemia,Phase 2,Dana-Farber Cancer Institute,2023-05-02,N/A,N/A,no_documents,,2026-06-15T12:14:22.278972
J4L-MC-KMAA,NCT06119529,A Study of LY3872386 in Healthy Participants and Participants With Atopic Dermatitis,Phase 1,Eli Lilly and Company,2023-11-01,Prot,Prot_000.pdf,downloaded,lilly_trial_docs/J4L-MC-KMAA_01NOV2023/Prot_Prot_000.pdf,2026-06-15T12:14:23.635007
J4L-MC-KMAA,NCT06119529,A Study of LY3872386 in Healthy Participants and Participants With Atopic Dermatitis,Phase 1,Eli Lilly and Company,2023-11-01,SAP,SAP_001.pdf,downloaded,lilly_trial_docs/J4L-MC-KMAA_01NOV2023/SAP_SAP_001.pdf,2026-06-15T12:14:24.970283
J1I-MC-GZBG,NCT05757531,A Study of Carbon-14-Labelled [14C] LY3437943 in Healthy Male Participants,Phase 1,Eli Lilly and Company,2023-03-17,N/A,N/A,no_documents,,2026-06-15T12:14:24.970969
2026154,NCT06240351,A Study to Evaluate the Safety and Efficacy of Baricitinib in the Treatment of Frontal Fibrosing Alopecia (FFA),Phase 4,University of Alabama at Birmingham,2024-04-22,N/A,N/A,no_documents,,2026-06-15T12:14:24.971104
J1I-MC-GZBW,NCT06313528,A Study to Measure Calorie Consumption and Usage in Participants With Obesity Using LY3437943,Phase 1,Eli Lilly and Company,2024-03-20,N/A,N/A,no_documents,,2026-06-15T12:14:24.971231
NCI-2022-09319,NCT05633602,"Ramucirumab Plus Pembrolizumab vs Usual Care for Treatment of Stage IV or Recurrent Non-Small Cell Lung Cancer Following Immunotherapy, Pragmatica-Lung Study",Phase 3,SWOG Cancer Research Network,2023-03-14,N/A,N/A,no_documents,,2026-06-15T12:14:24.971334
